CustomerID,Age,Tenure,MonthlyCharges,TotalCharges,Churn,Gender_Male,ContractType_One-Year,ContractType_Two-Year,InternetService_Fiber Optic,TechSupport_Yes
1,0.44175130023540343,-0.7929303499016824,0.5431568707448605,-0.6689909713068044,1,True,False,False,True,True
2,-0.17094121049331137,-1.004759736103962,-1.467798803532664,-0.8939476736890196,1,True,False,False,True,True
3,0.645982137144975,-0.8988450430028222,-0.41251401470900945,-0.8127366490995375,1,False,False,False,True,False
4,1.5650209032380473,-0.581100963699403,1.0875312879883317,-0.3727916143388009,1,False,True,False,False,True
5,-0.2730566289480972,0.6898753535142736,-0.20939503986905797,0.5117579997821,1,True,False,False,True,False
6,-0.2730566289480972,-0.15744219129484413,1.7649836542648738,0.32568175971314356,1,False,False,True,False,True
7,1.5650209032380473,-0.26335688439598387,0.23069607228416922,-0.1781601448413868,1,True,True,False,True,False
8,0.7480975555997608,-0.6870156568005428,-0.6027921348176993,-0.6689909713068044,1,False,True,False,True,False
9,-0.4772874658576688,1.8019796310762408,-0.9564993151424419,0.7864992627000059,0,False,False,True,True,True
10,0.5438667186901892,-0.4751862705982633,-0.4996761801575709,-0.5021512664557047,1,False,False,False,True,True
11,-0.4772874658576688,-0.951802389553392,-0.4226310517700031,-0.8535076643445314,1,False,False,False,True,True
12,-0.4772874658576688,0.0014298483568654405,-1.4868655272245368,-0.45637060421651704,0,False,True,False,True,True
13,0.23752046332583182,-0.8988450430028222,-0.43313720564103514,-0.8134113918967223,1,True,False,True,True,False
14,-2.009018742679456,-0.581100963699403,-0.10160968348847096,-0.5284153115612231,1,False,True,False,True,False
15,-1.8047879057698841,-0.26335688439598387,0.8038651334704685,-0.046890843298488014,1,True,False,False,True,True
16,-0.5794028843124546,1.1664914724694024,0.5727297483077655,1.431693417766689,0,False,False,True,True,True
17,-1.0899799765863836,-0.3163142309465537,0.754836415405653,-0.11782158847803036,1,False,False,False,True,False
18,0.3396358817806176,0.26621658110971474,-1.6981559550752907,-0.4241739148942407,1,False,False,True,True,False
19,-0.9878645581315978,4.185060225851885,-0.9650598849632827,2.19956981745738,0,True,False,True,True,True
20,-1.4984416504055267,-0.8988450430028222,0.5898508879494472,-0.779941602957116,1,False,False,False,True,False
21,1.4629054847832614,-0.6870156568005428,-0.03234689130166764,-0.6130000501366298,1,False,True,False,False,False
22,-0.2730566289480972,-0.4751862705982633,-1.7086621089463225,-0.699927292007924,1,False,False,False,True,False
23,0.03328962641626022,-0.4751862705982633,1.0898659888485611,-0.24212066961604725,1,True,False,False,False,True
24,-1.4984416504055267,-0.4751862705982633,0.9789676979876679,-0.26026233916300007,1,True,True,False,True,True
25,-0.5794028843124546,1.4842355517728216,0.19334085852050029,1.4803321886467824,0,True,True,False,False,True
26,0.13540504487104602,0.31917392766028463,-1.4946478634253013,-0.3213711207948413,0,True,False,True,False,True
27,-1.1920953950411695,-0.05152749819370442,0.9571771566255274,0.24026950638647218,0,False,True,False,True,True
28,0.3396358817806176,-0.634058310249973,0.3166908873026163,-0.5262064837251554,1,True,False,False,True,False
29,-0.6815183027672403,0.7957900466154133,1.01126439322084,1.2785458992999734,1,False,False,True,False,True
30,-0.2730566289480972,2.2785957500313696,0.9054246208904442,2.9603104937929356,0,True,False,True,True,True
31,-0.6815183027672403,0.7957900466154133,1.084807470318064,1.3194505900047868,1,True,False,False,False,False
32,1.8713671586024045,-1.004759736103962,0.086722852570028,-0.8939476736890196,1,False,False,True,False,True
33,-0.06882579203852558,0.0543871949074353,-1.2358851847498844,-0.3512253068212303,1,False,False,False,True,True
34,-1.0899799765863836,-0.951802389553392,0.6229258168026962,-0.8364035709857025,1,False,False,True,True,True
35,0.8502129740545467,-0.7399730033511126,0.4454885514252675,-0.6207404958099965,1,False,False,False,False,True
36,-1.2942108134959551,-0.951802389553392,0.8719605752271572,-0.8323296522102465,1,False,False,False,True,False
37,0.23752046332583182,-0.05152749819370442,-1.1323801132797178,-0.37501953866912846,1,True,False,False,False,True
38,-2.009018742679456,0.2132592345591449,-1.04443971421108,-0.1977849754425291,0,False,True,False,True,True
39,-1.396326231950741,-0.8988450430028222,1.3910423998181438,-0.7537284818362908,1,False,False,False,True,False
40,0.13540504487104602,-0.5281436171488332,0.8991987519298327,-0.33537521658547154,1,False,False,False,True,False
41,0.7480975555997608,-0.3692715774971236,1.4533010894242588,-0.040410766246278144,1,True,True,False,True,True
42,0.13540504487104602,-0.5281436171488332,0.929549863112814,-0.33090663692864314,1,False,False,True,True,True
43,-0.17094121049331137,-0.8988450430028222,0.3637740213172408,-0.7873383117338034,1,True,False,False,True,False
44,-0.37517204740288296,-0.4751862705982633,0.5633909448668484,-0.3282458587284234,1,True,False,False,False,True
45,-1.4984416504055267,0.42508862076142434,1.3863729980976849,0.9969489949427454,1,True,False,False,True,False
46,-0.7836337212220261,-0.951802389553392,0.2995697476609347,-0.8416932998957088,1,True,False,False,True,False
47,-0.4772874658576688,-0.951802389553392,0.4875131669093952,-0.8386187643198567,1,False,False,True,False,True
48,1.0544438109641183,-0.581100963699403,-1.1794632472943425,-0.6694747491613897,1,False,False,True,False,False
49,0.3396358817806176,1.9608516707279502,-0.0677565210151456,1.695791567883716,1,False,True,False,True,False
50,-1.8047879057698841,0.16030188800857503,0.7816854752982902,0.42915929660972785,1,True,False,False,True,True
51,0.3396358817806176,0.16030188800857503,-0.778672932954975,-0.13240494459454583,0,True,True,False,False,True
52,-0.37517204740288296,-0.581100963699403,-1.0191471215585954,-0.6484940674677909,1,True,True,False,False,False
53,-0.6815183027672403,-0.05152749819370442,-0.6284738442802218,-0.2266397782693142,0,False,False,True,True,True
54,0.645982137144975,-1.004759736103962,-0.8813997708050653,-0.8939476736890196,1,True,True,False,True,False
55,1.0544438109641183,0.0543871949074353,-0.9747878052142382,-0.26580032249838575,1,False,True,False,True,False
56,0.9523283925093324,1.5371928983233913,-0.23935703424200136,1.1910839555894004,1,False,True,False,True,False
57,-0.885749139676812,-0.05152749819370442,1.4521337389941442,0.38601395057841337,1,True,False,False,False,True
58,-0.37517204740288296,1.1664914724694024,0.048589405186282214,1.0801460549352624,0,False,False,True,True,True
59,0.3396358817806176,0.31917392766028463,-1.0693431900535262,-0.1474338855771267,1,False,True,False,True,False
60,0.9523283925093324,-0.8988450430028222,-1.4576817664716704,-0.8469321048210219,1,False,True,False,True,False
61,-0.4772874658576688,1.4312782052222517,0.7104770990612959,1.8189639558603958,1,False,False,False,False,True
62,-0.17094121049331137,-0.951802389553392,-0.3868323052464867,-0.8529220385205596,1,True,True,False,True,False
63,-1.1920953950411695,-0.21039953784541401,1.150568211214523,0.09868809794320028,1,True,True,False,True,False
64,-1.1920953950411695,-0.8458876964522524,0.582457668558721,-0.7233014009821033,1,False,False,False,True,True
65,0.8502129740545467,-1.004759736103962,1.0610713449057325,-0.8939476736890196,1,False,False,False,True,True
66,1.3607900663284755,-0.4751862705982633,-0.774781764854593,-0.547155337928321,1,True,True,False,False,True
67,-0.06882579203852558,-0.6870156568005428,0.6972471275199963,-0.541388196661816,1,False,True,False,True,True
68,1.0544438109641183,-0.3163142309465537,-0.8024090583673065,-0.44899299193408954,0,False,True,False,True,True
69,0.3396358817806176,-0.10448484474427427,1.5614755626148842,0.3453129558123725,1,False,False,False,True,True
70,-0.6815183027672403,-1.004759736103962,0.5011322552607328,-0.8939476736890196,1,True,True,False,True,False
71,0.3396358817806176,-0.8988450430028222,-0.5907295137065145,-0.8185674453469088,1,False,False,False,True,True
72,1.5650209032380473,-0.15744219129484413,-0.7833423346754338,-0.34132059179840274,1,False,False,False,True,True
73,-0.06882579203852558,-0.581100963699403,-1.0588370361824941,-0.6536883139064974,1,True,False,False,True,False
74,1.5650209032380473,0.37213127421085446,0.7054185805307986,0.6372856220508403,1,True,False,False,False,False
